"id"	"forme"	"label"
"clerihew"	"Clerihew"	"forme préférée"
"clinamen"	"Clinamen"	"forme alternative"
"clinamen"	"Clinamen"	"forme préférée"
"clinamen"	"Clinamens"	"forme alternative"
"codagevalise"	"Codage-valise"	"forme préférée"
"code"	"Code"	"forme préférée"
"codededemoiselledespostes"	"Code de demoiselle des postes"	"forme préférée"
"codegenetique"	"Code génétique"	"forme préférée"
"coefficientdefficacitepoetique"	"Coefficient d’efficacité poétique"	"forme préférée"
"coefficientdeponderation"	"Coefficient de pondération"	"forme préférée"
"coherencesemantique"	"Cohérence sémantique"	"forme préférée"
"collagelitteraire"	"«collage» littéraire"	"forme alternative"
"collagelitteraire"	"Collage littéraire"	"forme préférée"
"collages"	"Collage"	"forme préférée"
"collages"	"Collages"	"forme alternative"
"combinaison"	"Combinaison"	"forme préférée"
"combinaison"	"Combinaisons"	"forme alternative"
"combinaisonsgreffes"	"Combinaisons-greffes"	"forme préférée"
"combinatoire"	"Combinatoire"	"forme alternative"
"combinatoires"	"Combinatoire"	"forme préférée"
"combinatoires"	"Combinatoires"	"forme alternative"
"combinatoires"	"Poèmes combinatoires"	"forme alternative"
"combinatoires"	"Puzzles combinatoires"	"forme alternative"
"combinatoiresemantique"	"Combinatoire sémantique"	"forme préférée"
"combinatorialistes"	"Combinatorialistes"	"forme préférée"
"communicationnonvirtuelle"	"Communication non virtuelle"	"forme préférée"
"composition"	"Composition"	"forme préférée"
"composition"	"Composition rythmique abstraite"	"forme alternative"
"comptabilisationrythmiqueabstraitecra"	"Composition rythmique abstraite (CRA ; CRA-MU(sique) ; CRA-PO(ésie))"	"forme préférée"
"comptabilisationrythmiqueabstraitecra"	"Comptabilisation rythmique abstraite cra"	"forme alternative"
"comptabilisationrythmiqueabstraitecra"	"Cramu"	"forme alternative"
"comptabilisationrythmiqueabstraitecra"	"Crapo"	"forme alternative"
"comptine"	"Comptine"	"forme préférée"
"comptine"	"Comptines"	"forme alternative"
"conceptslitteraturisables"	"Concepts « littératurisables »"	"forme préférée"
"conceptsmathematiques"	"Concepts mathématiques"	"forme préférée"
"conceptualpoetry"	"Conceptual poetry"	"forme préférée"
"concordancedutemps"	"Concordance du temps"	"forme préférée"
"concordances"	"Concordances"	"forme préférée"
"conjugaisonsystememts"	"Conjugaison système MTS"	"forme préférée"
"connexites"	"Connexités"	"forme préférée"
"consonnesredoublees"	"Consonnes redoublées"	"forme préférée"
"construction"	"Construction"	"forme préférée"
"constructivistes"	"Constructivistes"	"forme préférée"
"contamination"	"Contamination"	"forme préférée"
"contamination"	"Contamination des contraintes"	"forme alternative"
"conteavotrefacon"	"Conte à votre façon"	"forme préférée"
"conteavotrefacon"	"Conte à votre façon"	"forme alternative"
"contede0mots"	"Conte de 0 mots"	"forme préférée"
"contenants"	"Contenants"	"forme préférée"
"contes"	"Contes"	"forme préférée"
"contesenarbre"	"Contes en arbre"	"forme préférée"
"continu"	"Continu"	"forme préférée"
"contraction"	"Contraction"	"forme préférée"
"contraignant"	"Contraignant"	"forme préférée"
"contrainte"	"Contrainte"	"forme préférée"
"contrainte"	"Contrainte"	"forme alternative"
"contrainte"	"Contrainte du conte de saint cyr"	"forme alternative"
"contrainte"	"Contrainte du conte de st cyr"	"forme alternative"
"contrainte"	"Contrainte linguistique"	"forme alternative"
"contrainte"	"Contrainte m + n"	"forme alternative"
"contrainte"	"Contraintes"	"forme alternative"
"contrainte"	"Contraintes linguistiques"	"forme alternative"
"contraintea0solution"	"Contrainte à 0 solution"	"forme préférée"
"contraintecanadadry"	"Contrainte canada-dry"	"forme préférée"
"contraintedeberge"	"Contrainte de Berge"	"forme préférée"
"contraintededelmas"	"Contrainte de Delmas"	"forme préférée"
"contraintedejouet"	"Contrainte de Jouet"	"forme préférée"
"contraintedelhydropique"	"Contrainte de l’hydropique"	"forme préférée"
"contraintedesprecieuses"	"Contrainte des précieuses"	"forme préférée"
"contraintedesprecieuses"	"Contrainte des précieuses"	"forme alternative"
"contraintedesvoyelles"	"Contrainte des voyelles"	"forme préférée"
"contraintedesvoyelles"	"Voyelle"	"forme alternative"
"contraintedisabelle"	"Contrainte d’Isabelle"	"forme préférée"
"contrainteducontagieux"	"Contrainte du contagieux"	"forme préférée"
"contrainteducoupeurde"	"Contrainte du coupeur de"	"forme alternative"
"contrainteducoupeurde"	"Contrainte du coupeur de brousse"	"forme préférée"
"contraintedudyslexique"	"Contrainte du dyslexique"	"forme préférée"
"contrainteduprisonnier"	"Contrainte du prisonnier"	"forme préférée"
"contrainteduprisonnier"	"Contrainte du prisonnier"	"forme alternative"
"contrainteindicible"	"Contrainte indicible"	"forme préférée"
"contraintelitteraire"	"Contrainte littéraire"	"forme préférée"
"contraintemathematique"	"Contrainte « mathématique »"	"forme préférée"
"contrainteouilleaille"	"Contrainte ouille-aille"	"forme préférée"
"contrainteparcorps"	"Contrainte par corps"	"forme préférée"
"contrainteperec"	"Contrainte Perec"	"forme préférée"
"contraintephonique"	"Contrainte phonique"	"forme préférée"
