"id"	"forme"	"label"
"pmi"	"PMI"	"forme alternative"
"pmu"	"P.M.U."	"forme préférée"
"poesieininterrompue"	"Poésie ininterrompue"	"forme préférée"
"instituthenripoincare"	"Poincaré"	"forme alternative"
"pol"	"Paul Otchakovsky-Laurens (P.O.L.)"	"forme préférée"
"pol"	"P.O.L."	"forme alternative"
"pol"	"POL"	"forme alternative"
"cerclepolivanov"	"Polivanoff"	"forme alternative"
"cerclepolivanov"	"Polivanov"	"forme alternative"
"polyphonix"	"Polyphonix"	"forme préférée"
"polyphonix"	"polyphonix"	"forme alternative"
"ecolepolytechnique"	"Polytechnique"	"forme alternative"
"pompidolium"	"Pompidolium"	"forme préférée"
"centrepompidou"	"Pompidou"	"forme alternative"
"pol"	"P. Otchokovsky"	"forme alternative"
"prixdelanouvelle"	"Prix de la Nouvelle"	"forme préférée"
"prixhonore"	"Prix Honoré"	"forme préférée"
"prixjeanrey"	"Prix Jean Rey"	"forme préférée"
"prixnobeldelitterature"	"Prix Nobel de Littérature"	"forme préférée"
"procope"	"Procope"	"forme préférée"
"projettosca"	"Projet TOSCA"	"forme préférée"
"pseudooulipocerisy"	"Pseudo Oulipo Cerisy"	"forme préférée"
"puf"	"PUF"	"forme préférée"
"puf"	"P.U.F."	"forme alternative"
"quatresaisons"	"Quatre Saisons"	"forme préférée"
"radiobelge"	"Radio belge"	"forme préférée"
"radiobelge"	"Radio Belge"	"forme alternative"
"radiodecologne"	"Radio Cologne"	"forme alternative"
"radiodecologne"	"Radio de Cologne"	"forme préférée"
"radiofrance"	"Radio France"	"forme préférée"
"radioscolaire"	"Radio scolaire"	"forme préférée"
"radioscolaire"	"Radio Scolaire"	"forme alternative"
"ramsay"	"Ramsay"	"forme préférée"
"reidhall"	"Reid Hall"	"forme préférée"
"repetition"	"La Répétition"	"forme préférée"
"repetition"	"Répétition"	"forme alternative"
"retz"	"Retz"	"forme préférée"
"rhetoriqueursneerlandais"	"Rhétoriqueurs néerlandais"	"forme préférée"
"royaumont"	"Royaumont"	"forme préférée"
"rtb"	"Radio Télévisée Belge (R.T.B.)"	"forme préférée"
"rtb"	"R.T.B"	"forme alternative"
"rtb"	"RTB"	"forme alternative"
"rtf"	"RTF"	"forme préférée"
"rtf"	"R.T.F."	"forme alternative"
"sacd"	"SACD"	"forme préférée"
"salpetriere"	"Salpetrière"	"forme préférée"
"scrilab"	"Scrilab"	"forme préférée"
"scrilab"	"SCRILAB"	"forme alternative"
"sdece"	"SDECE"	"forme préférée"
"sea"	"SEA"	"forme préférée"
"sebasto"	"Sébasto"	"forme préférée"
"seghers"	"Seghers"	"forme préférée"
"seixbarral"	"Seix Barral"	"forme préférée"
"seminairedelinguistiquequantitative"	"Séminaire de Linguistique Quantitative"	"forme préférée"
"sepsea"	"SEPSEA (filiale Schneider/ SEA)"	"forme préférée"
"sepsea"	"SEPSEA"	"forme alternative"
"servicedelarecherchedelartf"	"Service de la Recherche de la R.T.F."	"forme préférée"
"seuil"	"Seuil"	"forme préférée"
"sgdl"	"Société des Gens de Lettres (SGDL)"	"forme préférée"
"sgdl"	"SGDL"	"forme alternative"
"shakespeareandco"	"Shakespeare and Co"	"forme préférée"
"sicob"	"Salon des industries et du commerce de bureau (SICOB)"	"forme préférée"
"sicob"	"SICOB"	"forme alternative"
"sigma"	"Sigma"	"forme préférée"
"slatkine"	"Slatkine"	"forme préférée"
"societefrancaisedephilosophie"	"Société Française de Philosophie"	"forme préférée"
"societemonotype"	"Société MONOTYPE"	"forme préférée"
"societerexstout"	"Société Rex Stout"	"forme préférée"
"sourceperrier"	"Source Perrier"	"forme préférée"
"souscocommissiondescombinardsdeloulipo"	"Sous cocommission des « Combinards de l’OuLiPo »"	"forme préférée"
"souscommissiondelacrote"	"Sous-commission de l’Acrote"	"forme préférée"
"souscommissiondesepiphanies"	"Sous-commission des Epiphanies"	"forme préférée"
"studioivry"	"Studio Ivry"	"forme préférée"
"suisseromande"	"Suisse Romande"	"forme préférée"
"surrealisme"	"Surréalisme, Surréalistes"	"forme préférée"
"surrealisme"	"surréalisme"	"forme alternative"
"surrealisme"	"Surréaliste"	"forme alternative"
"surrealisme"	"Surréalistes"	"forme alternative"
"syros"	"Editions Syros"	"forme préférée"
"syros"	"Syros"	"forme alternative"
"telquel"	"Tel Quel"	"forme préférée"
"telquel"	"Tel Quel "	"forme alternative"
"tempsmeles"	"Temps Mêlés"	"forme préférée"
"tf1"	"TF1"	"forme préférée"
"theatrebooleen"	"Théâtre booléen"	"forme préférée"
"theatredelamonnaie"	"Théâtre de la Monnaie"	"forme préférée"
"theatredivry"	"Théâtre d’Ivry"	"forme préférée"
"theatreduroseau"	"Théâtre du Roseau"	"forme préférée"
"theatrefrancais"	"Théâtre français"	"forme préférée"
"toulousefr3"	"Toulouse FR3"	"forme préférée"
"unesco"	"UNESCO"	"forme préférée"
"unita"	"UNITA"	"forme préférée"
"universitebrookrose"	"Université Brookrose"	"forme préférée"
"universitedetoulouse"	"Université de Toulouse"	"forme préférée"
"universitemontpellier"	"Université Montpellier"	"forme préférée"
"usanebraska"	"Nebraska Press (USA)"	"forme préférée"
